adj.P.Val,logFC,Gene.symbol,Gene.title
0.383,-0.13811864,TOMM70,translocase of outer mitochondrial membrane 70
0.383,-0.20125458,ARHGAP33,Rho GTPase activating protein 33
0.383,-0.23533637,ANXA10,annexin A10
0.384,0.30181079,PTK2B,protein tyrosine kinase 2 beta
0.384,0.13402169,SLC35D1,solute carrier family 35 member D1
0.384,-0.09616353,XRCC5,X-ray repair cross complementing 5
0.384,-0.29430016,HOXC6,homeobox C6
0.385,-0.17168932,MIR1908///FADS1,microRNA 1908///fatty acid desaturase 1
0.385,-0.4476657,HAPLN1,hyaluronan and proteoglycan link protein 1
0.386,0.24116186,BLZF1,basic leucine zipper nuclear factor 1
0.386,-0.20095795,N4BP2L2-IT2,N4BPL2 intronic transcript 2
0.386,-0.28293262,GJC1,gap junction protein gamma 1
0.387,0.21129997,BMP1,bone morphogenetic protein 1
0.387,-0.15654808,MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
0.387,-0.19164436,DHRS7,dehydrogenase/reductase 7
0.387,-0.2510241,ASCL2,achaete-scute family bHLH transcription factor 2
0.387,-0.26807585,,
0.388,-0.21732649,,
0.388,-0.23738811,ASCL1,achaete-scute family bHLH transcription factor 1
0.388,-0.27396897,TEN1-CDK3///CDK3,TEN1-CDK3 readthrough (NMD candidate)///cyclin dependent kinase 3
0.388,-0.37818131,IGLV1-44,immunoglobulin lambda variable 1-44
0.389,0.3435846,CAMSAP1,calmodulin regulated spectrin associated protein 1
0.389,0.29180745,,
0.389,-0.13292559,POLA1,"DNA polymerase alpha 1, catalytic subunit"
0.389,-0.13380548,ITGAV,integrin subunit alpha V
0.389,-0.28415633,USP32///USP6,ubiquitin specific peptidase 32///ubiquitin specific peptidase 6
0.389,-0.29995866,ARSB,arylsulfatase B
0.39,0.20543125,RABGGTB,Rab geranylgeranyltransferase beta subunit
0.39,0.15961796,CLTC,clathrin heavy chain
0.39,-0.13591186,CD81,CD81 molecule
0.391,0.33263636,BTG3,BTG anti-proliferation factor 3
0.391,0.18207512,NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3,nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein member///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3
0.391,-0.14392057,LUC7L3,LUC7 like 3 pre-mRNA splicing factor
0.391,-0.36935944,MATN1,"matrilin 1, cartilage matrix protein"
0.392,0.17683778,RNF11,ring finger protein 11
0.392,0.15606331,PRPF6,pre-mRNA processing factor 6
0.392,-0.21135569,ATM,ATM serine/threonine kinase
0.392,-0.27459921,MICU1,mitochondrial calcium uptake 1
0.393,0.33927485,CD247,CD247 molecule
0.393,0.29405915,PASK,PAS domain containing serine/threonine kinase
0.393,0.16038466,NDST1,N-deacetylase and N-sulfotransferase 1
0.393,-0.26289798,,
0.393,-0.30211056,IK,"IK cytokine, down-regulator of HLA II"
0.393,-0.38216016,ANXA9,annexin A9
0.393,-0.43980822,EMP1,epithelial membrane protein 1
0.394,0.29837203,INHBA,inhibin beta A subunit
0.394,0.18907486,SYMPK,symplekin
0.394,0.18534096,ING1,inhibitor of growth family member 1
0.394,-0.12996278,BAG6,BCL2 associated athanogene 6
0.394,-0.18511147,SULT1A1,sulfotransferase family 1A member 1
0.395,0.19644073,GTF3C1,general transcription factor IIIC subunit 1
0.395,0.16758673,CASP3,caspase 3
0.395,-0.1939868,CUL9,cullin 9
0.396,0.24754288,FAM3C,family with sequence similarity 3 member C
0.396,0.18104903,SZRD1,SUZ RNA binding domain containing 1
0.396,0.17271637,SRSF8,serine and arginine rich splicing factor 8
0.396,-0.22449254,PTOV1-AS2,PTOV1 antisense RNA 2
0.396,-0.3060731,STK39,serine/threonine kinase 39
0.396,-0.45724768,CD79A,CD79a molecule
0.397,0.23401854,RPUSD2,RNA pseudouridylate synthase domain containing 2
0.397,-0.19675101,CDKN2D,cyclin dependent kinase inhibitor 2D
0.397,-0.27481515,SLC2A3,solute carrier family 2 member 3
0.398,0.29357668,HSPA12A,heat shock protein family A (Hsp70) member 12A
0.398,0.2234321,TGOLN2,trans-golgi network protein 2
0.398,0.17181863,PCCB,propionyl-CoA carboxylase beta subunit
0.398,0.1654021,BAIAP2,BAI1 associated protein 2
0.398,-0.2059722,WAS,Wiskott-Aldrich syndrome
0.398,-0.29708461,ABCA1,ATP binding cassette subfamily A member 1
0.398,-0.35240029,APAF1,apoptotic peptidase activating factor 1
0.399,0.35211054,DLX2,distal-less homeobox 2
0.399,0.2648004,BDKRB2,bradykinin receptor B2
0.399,0.18439383,PARP1,poly(ADP-ribose) polymerase 1
0.4,0.25864981,THBD,thrombomodulin
0.4,0.10090444,TAF12,TATA-box binding protein associated factor 12
0.4,-0.1356983,PJA2,praja ring finger ubiquitin ligase 2
0.4,-0.16297241,LAIR1,leukocyte associated immunoglobulin like receptor 1
0.4,-0.19226117,FUT4,fucosyltransferase 4
0.4,-0.37174168,CD22,CD22 molecule
0.401,0.39682281,MAGEA10-MAGEA5///MAGEA5,MAGEA10-MAGEA5 readthrough///MAGE family member A5
0.401,0.14129392,SMYD5,SMYD family member 5
0.401,-0.33636223,RASSF9,Ras association domain family member 9
0.402,0.17306805,RIF1,replication timing regulatory factor 1
0.402,-0.11574716,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
0.402,-0.12557206,PURA,purine rich element binding protein A
0.402,-0.19344845,CTRC,chymotrypsin C
0.402,-0.20278445,NPAS1,neuronal PAS domain protein 1
0.402,-0.21015207,COX6C,cytochrome c oxidase subunit 6C
0.402,-0.23895087,BBIP1,BBSome interacting protein 1
0.402,-0.24995009,DHX57,DEAH-box helicase 57
0.402,-0.32337914,CUBN,cubilin
0.403,0.31876565,RAB30,"RAB30, member RAS oncogene family"
0.403,-0.19017769,RCN2,reticulocalbin 2
0.403,-0.19734268,ERC1,ELKS/RAB6-interacting/CAST family member 1
0.403,-0.22994185,MAST1,microtubule associated serine/threonine kinase 1
0.404,0.32584293,ZBTB48,zinc finger and BTB domain containing 48
0.404,0.30349945,SMAD6,SMAD family member 6
0.404,0.14109287,HIP1R,huntingtin interacting protein 1 related
0.404,-0.2072266,EPOR,erythropoietin receptor
0.404,-0.45767122,MLF1,myeloid leukemia factor 1
0.405,-0.11213463,CUL1,cullin 1
0.405,-0.31246218,RBBP7,"RB binding protein 7, chromatin remodeling factor"
0.405,-0.3408931,CTSO,cathepsin O
0.405,-0.34414954,PHACTR2,phosphatase and actin regulator 2
0.406,0.2700134,DNASE2,"deoxyribonuclease 2, lysosomal"
0.406,0.21579422,CEP170B,centrosomal protein 170B
0.406,-0.15653446,TTC3P1///TTC3,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
0.406,-0.16014935,MTMR4,myotubularin related protein 4
0.406,-0.19188392,TAF1,TATA-box binding protein associated factor 1
0.406,-0.25708006,PCNX1,pecanex homolog 1 (Drosophila)
0.406,-0.32885134,CDC5L,cell division cycle 5 like
0.407,0.13968292,,
0.407,0.09495124,HMGN2,high mobility group nucleosomal binding domain 2
0.407,-0.23416011,MXI1,"MAX interactor 1, dimerization protein"
0.407,-0.26353627,NEUROG3,neurogenin 3
0.407,-0.3297617,,
0.407,-0.38601131,ANKRD7,ankyrin repeat domain 7
0.407,-0.38701151,YBX1,Y-box binding protein 1
0.408,-0.08958411,TERF2IP,TERF2 interacting protein
0.408,-0.48048734,,
0.409,0.35501725,RABGAP1L,RAB GTPase activating protein 1 like
0.409,-0.10322554,NME3,NME/NM23 nucleoside diphosphate kinase 3
0.409,-0.30785235,CFHR1///CFH,complement factor H related 1///complement factor H
0.41,0.12770545,STX12,syntaxin 12
0.41,-0.11157825,FAM189B,family with sequence similarity 189 member B
0.41,-0.14677432,DENND4A,DENN domain containing 4A
0.41,-0.15980142,HEG1,heart development protein with EGF like domains 1
0.41,-0.21859566,PTPRS,"protein tyrosine phosphatase, receptor type S"
0.41,-0.25899196,PTGER3,prostaglandin E receptor 3
0.41,-0.34741417,GBX2,gastrulation brain homeobox 2
0.411,0.57938866,PRSS2,"protease, serine 2"
0.411,0.56059364,IL1RN,interleukin 1 receptor antagonist
0.411,0.28915101,WNT2,Wnt family member 2
0.411,0.23183406,PI4KB,phosphatidylinositol 4-kinase beta
0.411,0.20968249,PLD1,phospholipase D1
0.411,0.17725238,MAGED1,MAGE family member D1
0.411,0.16811548,UBE2E1,ubiquitin conjugating enzyme E2 E1
0.411,0.14388788,AGA,aspartylglucosaminidase
0.411,-0.11786831,AHCYL1,adenosylhomocysteinase like 1
0.411,-0.19592921,,
0.411,-0.23648081,NCK2,NCK adaptor protein 2
0.411,-0.25200978,ANKRD28,ankyrin repeat domain 28
0.412,-0.12879355,TRA2A,transformer 2 alpha homolog
0.412,-0.21659327,,
0.413,0.26139621,ERP44,endoplasmic reticulum protein 44
0.413,0.22062538,IMPA2,inositol monophosphatase 2
0.413,-0.12076918,ADAM15,ADAM metallopeptidase domain 15
0.413,-0.12333967,CYTH2,cytohesin 2
0.413,-0.14112243,PRPF18,pre-mRNA processing factor 18
0.413,-0.20928576,CTCF,CCCTC-binding factor
0.413,-0.22240155,EIF5AL1,eukaryotic translation initiation factor 5A-like 1
0.413,-0.27150654,LFNG,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
0.413,-0.29454187,,
0.413,-0.40961785,,
0.414,0.19729861,PRICKLE3,prickle planar cell polarity protein 3
0.414,0.14276177,DLGAP4,DLG associated protein 4
0.414,-0.28262577,GK,glycerol kinase
0.415,0.1555087,DGKZ,diacylglycerol kinase zeta
0.415,0.11310282,TFAP4,transcription factor AP-4
0.415,-0.13633075,SLC1A4,solute carrier family 1 member 4
0.415,-0.19049371,NEMF,nuclear export mediator factor
0.415,-0.65405233,IGHA2///IGHA1///IGH,immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
0.416,0.20242075,USP9X,"ubiquitin specific peptidase 9, X-linked"
0.416,0.09388031,POLR3C,RNA polymerase III subunit C
0.416,-0.2709481,PKP4,plakophilin 4
0.416,-0.29347005,RET,ret proto-oncogene
0.417,0.22614136,RBMS2,RNA binding motif single stranded interacting protein 2
0.417,0.21983609,AP1G2,adaptor related protein complex 1 gamma 2 subunit
0.417,-0.10832982,KHNYN,KH and NYN domain containing
0.417,-0.16333631,ZMIZ2,zinc finger MIZ-type containing 2
0.417,-0.26069702,DHRS2,dehydrogenase/reductase 2
0.417,-0.29718328,HAS1,hyaluronan synthase 1
0.417,-0.36425335,ZFR,zinc finger RNA binding protein
0.417,-0.43323353,PPL,periplakin
0.418,0.38070673,PLA2G4A,phospholipase A2 group IVA
0.418,0.22525801,BIRC5,baculoviral IAP repeat containing 5
0.418,0.15076021,SLC33A1,solute carrier family 33 member 1
0.418,0.11989719,CDK2,cyclin dependent kinase 2
0.418,-0.15697364,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C"
0.418,-0.18174109,SPN,sialophorin
0.418,-0.18361242,SKI,SKI proto-oncogene
0.418,-0.25432212,CTNND1,catenin delta 1
0.418,-0.27470254,B4GALT1,"beta-1,4-galactosyltransferase 1"
0.418,-0.28527462,RAP2C,"RAP2C, member of RAS oncogene family"
0.418,-0.29307621,BID,BH3 interacting domain death agonist
0.418,-0.3176421,,
0.418,-0.45890891,,
0.419,0.31129502,IL12RB2,interleukin 12 receptor subunit beta 2
0.419,0.25683794,GNS,glucosamine (N-acetyl)-6-sulfatase
0.419,0.20693817,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2
0.419,-0.16542511,PTPN4,"protein tyrosine phosphatase, non-receptor type 4"
0.419,-0.19358605,SNORD65///SNORD49B///LRRC75A-AS1///SNORD49A,"small nucleolar RNA, C/D box 65///small nucleolar RNA, C/D box 49B///LRRC75A antisense RNA 1///small nucleolar RNA, C/D box 49A"
0.419,-0.23490462,ARFGAP3,ADP ribosylation factor GTPase activating protein 3
0.419,-0.27098589,GABRR2,gamma-aminobutyric acid type A receptor rho2 subunit
0.419,-0.29360718,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
0.419,-0.30204464,SERPINH1,serpin family H member 1
0.419,-0.31243586,EFNB3,ephrin B3
0.419,-0.38767864,TAF13,TATA-box binding protein associated factor 13
0.419,-0.40915119,AADAC,arylacetamide deacetylase
0.42,0.35812712,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit"
0.42,0.24042766,,
0.42,-0.14200991,MGAT3,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"
0.42,-0.19009326,MGMT,O-6-methylguanine-DNA methyltransferase
0.421,0.14222241,LPAR2,lysophosphatidic acid receptor 2
0.421,-0.12226046,PFDN4,prefoldin subunit 4
0.421,-0.17123847,RANBP9,RAN binding protein 9
0.421,-0.29211854,PCSK5,proprotein convertase subtilisin/kexin type 5
0.421,-0.42662546,CPN2,carboxypeptidase N subunit 2
0.422,-0.11939462,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1
0.422,-0.2263794,CAMLG,calcium modulating ligand
0.422,-0.25174747,ARSD,arylsulfatase D
0.423,0.31294482,OSR2,odd-skipped related transciption factor 2
0.423,0.23339697,MMP23A///MMP23B,matrix metallopeptidase 23A (pseudogene)///matrix metallopeptidase 23B
0.423,0.23213581,AOC1,"amine oxidase, copper containing 1"
0.423,-0.17647059,PCOLCE,procollagen C-endopeptidase enhancer
0.423,-0.21532691,DOCK2,dedicator of cytokinesis 2
0.423,-0.22496139,SLC25A42,solute carrier family 25 member 42
0.423,-0.29002806,NIPAL3,NIPA like domain containing 3
0.423,-0.32694327,,
0.423,-0.47825812,USP9Y,"ubiquitin specific peptidase 9, Y-linked"
0.424,0.26829386,WEE1,WEE1 G2 checkpoint kinase
0.424,0.2488343,PLK4,polo like kinase 4
0.424,-0.07995117,TUBGCP2,tubulin gamma complex associated protein 2
0.424,-0.08134995,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1
0.424,-0.09437176,ZNF638-IT1///ZNF638,ZNF638 intronic transcript 1///zinc finger protein 638
0.424,-0.14621791,KCTD17,potassium channel tetramerization domain containing 17
0.424,-0.1560456,SDC3,syndecan 3
0.424,-0.19122187,SEPT6,septin 6
0.424,-0.23542585,ATXN7L3B,ataxin 7 like 3B
0.425,0.41133033,TUSC3,tumor suppressor candidate 3
0.425,0.20605653,DHX29,DEAH-box helicase 29
0.426,0.23404239,CBX4,chromobox 4
0.426,-0.2379913,FCN2,ficolin 2
0.426,-0.39224978,GHRHR,growth hormone releasing hormone receptor
0.427,0.22550056,GLT8D1,glycosyltransferase 8 domain containing 1
0.427,0.21280462,COL10A1,collagen type X alpha 1 chain
0.427,0.12171845,ACVR1,activin A receptor type 1
0.427,-0.17381325,MIOS,meiosis regulator for oocyte development
0.428,0.15893247,CDC37,cell division cycle 37
0.428,-0.15491541,OXCT1,3-oxoacid CoA-transferase 1
0.428,-0.30246387,SEMG2,semenogelin II
0.429,0.1679491,TFRC,transferrin receptor
0.429,0.14036489,SLC25A6,solute carrier family 25 member 6
0.429,-0.22339674,RCE1,Ras converting CAAX endopeptidase 1
0.43,0.19864427,ORC2,origin recognition complex subunit 2
0.43,0.15474065,CAND1,cullin associated and neddylation dissociated 1
0.43,-0.25613765,SLC18A1,solute carrier family 18 member A1
0.431,0.14588375,PLXND1,plexin D1
0.431,-0.09228242,PSME4,proteasome activator subunit 4
0.431,-0.1994269,TCOF1,treacle ribosome biogenesis factor 1
0.431,-0.53371157,FLG,filaggrin
0.432,0.24052818,OIP5,Opa interacting protein 5
0.432,0.16945839,BAD,BCL2 associated agonist of cell death
0.432,-0.09270885,PIGF,phosphatidylinositol glycan anchor biosynthesis class F
0.432,-0.19793604,WNK1,WNK lysine deficient protein kinase 1
0.432,-0.20201891,NCDN,neurochondrin
0.432,-0.24471555,CXCR5,C-X-C motif chemokine receptor 5
0.433,0.31206711,STON1,stonin 1
0.433,0.26873755,ALOX5AP,arachidonate 5-lipoxygenase activating protein
0.433,0.09711387,MKNK1,MAP kinase interacting serine/threonine kinase 1
0.433,-0.14320381,RPS15A,ribosomal protein S15a
0.433,-0.25295614,ZFP69B,ZFP69 zinc finger protein B
0.433,-0.26740017,PARD6B,par-6 family cell polarity regulator beta
0.433,-0.32045902,NR4A3,nuclear receptor subfamily 4 group A member 3
0.433,-0.38250572,TSPAN1,tetraspanin 1
0.434,0.24673326,SDS,serine dehydratase
0.434,0.22697776,SLC22A18,solute carrier family 22 member 18
0.434,-0.10661266,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2
0.434,-0.12036249,KIAA0513,KIAA0513
0.434,-0.1269721,AKAP8,A-kinase anchoring protein 8
0.434,-0.12850008,PSMD4,"proteasome 26S subunit, non-ATPase 4"
0.434,-0.13624295,VAT1,vesicle amine transport 1
0.434,-0.16298101,LOC101929500///CRIM1,uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1
0.434,-0.2294127,LHX2,LIM homeobox 2
0.434,-0.37529903,NLRP3,NLR family pyrin domain containing 3
0.435,0.25044715,IFIT2,interferon induced protein with tetratricopeptide repeats 2
0.435,0.18376855,STX16,syntaxin 16
0.435,0.10865265,PSMC5,"proteasome 26S subunit, ATPase 5"
0.435,-0.09005656,AKR7A2,aldo-keto reductase family 7 member A2
0.435,-0.20147919,ZNF273,zinc finger protein 273
0.435,-0.24448737,NR2C1,nuclear receptor subfamily 2 group C member 1
0.435,-0.25361185,WASL,Wiskott-Aldrich syndrome like
0.436,0.18492993,MTMR1,myotubularin related protein 1
0.436,-0.15078296,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1
0.436,-0.21102088,TOP3A,topoisomerase (DNA) III alpha
0.436,-0.24131429,OPLAH,5-oxoprolinase (ATP-hydrolysing)
0.436,-0.30125368,,
0.436,-0.33634859,GABRB3,gamma-aminobutyric acid type A receptor beta3 subunit
0.436,-0.41489687,ADAM28,ADAM metallopeptidase domain 28
0.437,0.42361311,SASH3,SAM and SH3 domain containing 3
0.437,0.39381886,GPR65,G protein-coupled receptor 65
0.437,0.28901882,HBEGF,heparin binding EGF like growth factor
0.437,0.27457994,SLC5A3,solute carrier family 5 member 3
0.437,0.27343412,LEF1,lymphoid enhancer binding factor 1
0.437,0.19567255,CEP170P1///CEP170,centrosomal protein 170 pseudogene 1///centrosomal protein 170
0.437,0.17500995,ABR,active BCR-related
0.437,-0.17253861,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
0.437,-0.27472879,,
0.437,-0.31526323,ZNF280B,zinc finger protein 280B
0.438,0.37149519,TPSB2///TPSD1///TPSAB1,tryptase beta 2 (gene/pseudogene)///tryptase delta 1///tryptase alpha/beta 1
0.438,0.21146896,LPXN,leupaxin
0.438,0.13428767,TAF5L,TATA-box binding protein associated factor 5 like
0.438,-0.12278928,PPWD1,peptidylprolyl isomerase domain and WD repeat containing 1
0.438,-0.12981634,CALCOCO2,calcium binding and coiled-coil domain 2
0.438,-0.18952441,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2
0.438,-0.28699762,KRT85,keratin 85
0.438,-0.39469083,CD79A,CD79a molecule
0.438,-0.42919707,FRK,fyn related Src family tyrosine kinase
0.439,0.50125782,CLDN4,claudin 4
0.439,0.21764236,PDGFRB,platelet derived growth factor receptor beta
0.439,0.1226463,TSFM,"Ts translation elongation factor, mitochondrial"
0.439,-0.21701294,,
0.439,-0.22315222,ETV2,ETS variant 2
0.44,0.37903166,COMP,cartilage oligomeric matrix protein
0.44,0.33621627,CKMT1A///CKMT1B,"creatine kinase, mitochondrial 1A///creatine kinase, mitochondrial 1B"
0.44,0.18859942,GNAQ,G protein subunit alpha q
0.44,0.17440361,DLEU1,deleted in lymphocytic leukemia 1
0.44,0.16997763,RNF114,ring finger protein 114
0.44,0.12737284,DCAF7,DDB1 and CUL4 associated factor 7
0.44,-0.09706829,COG4,component of oligomeric golgi complex 4
0.44,-0.18922926,SGPL1,sphingosine-1-phosphate lyase 1
0.44,-0.22572399,SEZ6L,seizure related 6 homolog like
0.44,-0.34971817,CLCN3,chloride voltage-gated channel 3
0.441,0.28663055,NHLH2,nescient helix-loop-helix 2
0.441,0.22031081,PTPRG,"protein tyrosine phosphatase, receptor type G"
0.442,0.10692701,RNGTT,RNA guanylyltransferase and 5'-phosphatase
0.442,-0.15273973,ARNT,aryl hydrocarbon receptor nuclear translocator
0.442,-0.27389429,ZC3H14,zinc finger CCCH-type containing 14
0.443,0.74073408,SLURP1,secreted LY6/PLAUR domain containing 1
0.443,0.27516647,FCMR,Fc fragment of IgM receptor
0.443,-0.20412231,RSRP1,arginine and serine rich protein 1
0.443,-0.3062309,CNKSR2,connector enhancer of kinase suppressor of Ras 2
0.444,0.37050868,CTSS,cathepsin S
0.444,0.31481417,SMURF1,SMAD specific E3 ubiquitin protein ligase 1
0.444,-0.1214308,RPL22,ribosomal protein L22
0.444,-0.20841145,IMMT,inner membrane mitochondrial protein
0.445,0.13571823,ATXN1,ataxin 1
0.445,-0.36782373,FZD1,frizzled class receptor 1
0.446,0.17422947,ADO,2-aminoethanethiol dioxygenase
0.446,0.15869984,FTH1,ferritin heavy chain 1
0.446,0.12653897,RPS21,ribosomal protein S21
0.446,-0.08974003,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide
0.446,-0.10769646,CSRNP2,cysteine and serine rich nuclear protein 2
0.446,-0.1093752,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit"
0.446,-0.12601854,RXRA,retinoid X receptor alpha
0.447,0.24542137,IDE,insulin degrading enzyme
0.447,-0.10697,RPS24,ribosomal protein S24
0.447,-0.15964323,RBBP4,"RB binding protein 4, chromatin remodeling factor"
0.447,-0.1847331,METTL21B,methyltransferase like 21B
0.447,-0.18772844,MED6,mediator complex subunit 6
